"user_id","perk_catagory","perk"
"524628","4.valued members","Complimentary meal at the airport / the hotel"
"524880","5.nobel newcomers","30% off first travel"
"512024","3.family & friends","1 free check-in bag with a complimentary meal"
"584787","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"528455","3.family & friends","1 free check-in bag with a complimentary meal"
"557134","4.valued members","Complimentary meal at the airport / the hotel"
"530797","4.valued members","Complimentary meal at the airport / the hotel"
"563165","4.valued members","Complimentary meal at the airport / the hotel"
"558506","3.family & friends","1 free check-in bag with a complimentary meal"
"560747","4.valued members","Complimentary meal at the airport / the hotel"
"581858","4.valued members","Complimentary meal at the airport / the hotel"
"499379","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"540654","3.family & friends","1 free check-in bag with a complimentary meal"
"606290","4.valued members","Complimentary meal at the airport / the hotel"
"578396","3.family & friends","1 free check-in bag with a complimentary meal"
"548990","4.valued members","Complimentary meal at the airport / the hotel"
"450615","4.valued members","Complimentary meal at the airport / the hotel"
"644784","4.valued members","Complimentary meal at the airport / the hotel"
"550421","4.valued members","Complimentary meal at the airport / the hotel"
"585965","4.valued members","Complimentary meal at the airport / the hotel"
"356046","4.valued members","Complimentary meal at the airport / the hotel"
"563343","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"513103","3.family & friends","1 free check-in bag with a complimentary meal"
"520902","4.valued members","Complimentary meal at the airport / the hotel"
"525056","4.valued members","Complimentary meal at the airport / the hotel"
"553967","3.family & friends","1 free check-in bag with a complimentary meal"
"464782","3.family & friends","1 free check-in bag with a complimentary meal"
"516933","4.valued members","Complimentary meal at the airport / the hotel"
"377069","5.nobel newcomers","30% off first travel"
"522633","4.valued members","Complimentary meal at the airport / the hotel"
"579065","3.family & friends","1 free check-in bag with a complimentary meal"
"581409","3.family & friends","1 free check-in bag with a complimentary meal"
"526239","3.family & friends","1 free check-in bag with a complimentary meal"
"549623","3.family & friends","1 free check-in bag with a complimentary meal"
"580622","5.nobel newcomers","30% off first travel"
"543723","5.nobel newcomers","30% off first travel"
"672112","3.family & friends","1 free check-in bag with a complimentary meal"
"590829","4.valued members","Complimentary meal at the airport / the hotel"
"521065","3.family & friends","1 free check-in bag with a complimentary meal"
"647674","3.family & friends","1 free check-in bag with a complimentary meal"
"524012","4.valued members","Complimentary meal at the airport / the hotel"
"552558","3.family & friends","1 free check-in bag with a complimentary meal"
"567518","4.valued members","Complimentary meal at the airport / the hotel"
"669356","4.valued members","Complimentary meal at the airport / the hotel"
"629803","3.family & friends","1 free check-in bag with a complimentary meal"
"581901","4.valued members","Complimentary meal at the airport / the hotel"
"528186","4.valued members","Complimentary meal at the airport / the hotel"
"513625","3.family & friends","1 free check-in bag with a complimentary meal"
"216796","5.nobel newcomers","30% off first travel"
"537413","4.valued members","Complimentary meal at the airport / the hotel"
"630738","4.valued members","Complimentary meal at the airport / the hotel"
"528164","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"571523","4.valued members","Complimentary meal at the airport / the hotel"
"469767","4.valued members","Complimentary meal at the airport / the hotel"
"539307","5.nobel newcomers","30% off first travel"
"636520","4.valued members","Complimentary meal at the airport / the hotel"
"728820","3.family & friends","1 free check-in bag with a complimentary meal"
"606333","4.valued members","Complimentary meal at the airport / the hotel"
"534254","4.valued members","Complimentary meal at the airport / the hotel"
"528909","4.valued members","Complimentary meal at the airport / the hotel"
"563507","4.valued members","Complimentary meal at the airport / the hotel"
"559176","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"514675","4.valued members","Complimentary meal at the airport / the hotel"
"562010","3.family & friends","1 free check-in bag with a complimentary meal"
"535003","5.nobel newcomers","30% off first travel"
"523335","4.valued members","Complimentary meal at the airport / the hotel"
"519897","5.nobel newcomers","30% off first travel"
"506186","4.valued members","Complimentary meal at the airport / the hotel"
"573584","4.valued members","Complimentary meal at the airport / the hotel"
"573704","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"669140","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"542153","4.valued members","Complimentary meal at the airport / the hotel"
"565377","4.valued members","Complimentary meal at the airport / the hotel"
"557794","3.family & friends","1 free check-in bag with a complimentary meal"
"555773","5.nobel newcomers","30% off first travel"
"628653","4.valued members","Complimentary meal at the airport / the hotel"
"637086","4.valued members","Complimentary meal at the airport / the hotel"
"585310","4.valued members","Complimentary meal at the airport / the hotel"
"463867","4.valued members","Complimentary meal at the airport / the hotel"
"564219","3.family & friends","1 free check-in bag with a complimentary meal"
"531989","3.family & friends","1 free check-in bag with a complimentary meal"
"535497","5.nobel newcomers","30% off first travel"
"537212","3.family & friends","1 free check-in bag with a complimentary meal"
"547862","3.family & friends","1 free check-in bag with a complimentary meal"
"515735","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"555484","4.valued members","Complimentary meal at the airport / the hotel"
"741902","3.family & friends","1 free check-in bag with a complimentary meal"
"663376","3.family & friends","1 free check-in bag with a complimentary meal"
"511666","4.valued members","Complimentary meal at the airport / the hotel"
"533990","3.family & friends","1 free check-in bag with a complimentary meal"
"564962","4.valued members","Complimentary meal at the airport / the hotel"
"551729","4.valued members","Complimentary meal at the airport / the hotel"
"587459","4.valued members","Complimentary meal at the airport / the hotel"
"523735","3.family & friends","1 free check-in bag with a complimentary meal"
"508367","4.valued members","Complimentary meal at the airport / the hotel"
"563012","4.valued members","Complimentary meal at the airport / the hotel"
"599909","5.nobel newcomers","30% off first travel"
"530739","4.valued members","Complimentary meal at the airport / the hotel"
"522402","4.valued members","Complimentary meal at the airport / the hotel"
"667916","4.valued members","Complimentary meal at the airport / the hotel"
"531253","3.family & friends","1 free check-in bag with a complimentary meal"
"585522","5.nobel newcomers","30% off first travel"
"520182","3.family & friends","1 free check-in bag with a complimentary meal"
"575433","4.valued members","Complimentary meal at the airport / the hotel"
"639894","3.family & friends","1 free check-in bag with a complimentary meal"
"507759","4.valued members","Complimentary meal at the airport / the hotel"
"520882","4.valued members","Complimentary meal at the airport / the hotel"
"544839","4.valued members","Complimentary meal at the airport / the hotel"
"347778","4.valued members","Complimentary meal at the airport / the hotel"
"574840","3.family & friends","1 free check-in bag with a complimentary meal"
"532730","4.valued members","Complimentary meal at the airport / the hotel"
"541389","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"521509","4.valued members","Complimentary meal at the airport / the hotel"
"621113","5.nobel newcomers","30% off first travel"
"563956","4.valued members","Complimentary meal at the airport / the hotel"
"512289","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"519896","4.valued members","Complimentary meal at the airport / the hotel"
"582586","5.nobel newcomers","30% off first travel"
"568155","3.family & friends","1 free check-in bag with a complimentary meal"
"525234","4.valued members","Complimentary meal at the airport / the hotel"
"574489","3.family & friends","1 free check-in bag with a complimentary meal"
"558659","4.valued members","Complimentary meal at the airport / the hotel"
"612797","3.family & friends","1 free check-in bag with a complimentary meal"
"187212","3.family & friends","1 free check-in bag with a complimentary meal"
"580658","4.valued members","Complimentary meal at the airport / the hotel"
"673874","3.family & friends","1 free check-in bag with a complimentary meal"
"640867","3.family & friends","1 free check-in bag with a complimentary meal"
"514503","4.valued members","Complimentary meal at the airport / the hotel"
"524511","4.valued members","Complimentary meal at the airport / the hotel"
"531471","4.valued members","Complimentary meal at the airport / the hotel"
"510890","4.valued members","Complimentary meal at the airport / the hotel"
"524849","3.family & friends","1 free check-in bag with a complimentary meal"
"690420","3.family & friends","1 free check-in bag with a complimentary meal"
"474951","4.valued members","Complimentary meal at the airport / the hotel"
"669329","3.family & friends","1 free check-in bag with a complimentary meal"
"536086","3.family & friends","1 free check-in bag with a complimentary meal"
"573922","3.family & friends","1 free check-in bag with a complimentary meal"
"559461","5.nobel newcomers","30% off first travel"
"232647","4.valued members","Complimentary meal at the airport / the hotel"
"511122","4.valued members","Complimentary meal at the airport / the hotel"
"516290","4.valued members","Complimentary meal at the airport / the hotel"
"596409","4.valued members","Complimentary meal at the airport / the hotel"
"542230","3.family & friends","1 free check-in bag with a complimentary meal"
"503277","4.valued members","Complimentary meal at the airport / the hotel"
"545518","3.family & friends","1 free check-in bag with a complimentary meal"
"590967","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"533782","4.valued members","Complimentary meal at the airport / the hotel"
"538279","4.valued members","Complimentary meal at the airport / the hotel"
"465568","3.family & friends","1 free check-in bag with a complimentary meal"
"579829","4.valued members","Complimentary meal at the airport / the hotel"
"513438","3.family & friends","1 free check-in bag with a complimentary meal"
"623949","4.valued members","Complimentary meal at the airport / the hotel"
"512693","4.valued members","Complimentary meal at the airport / the hotel"
"555492","4.valued members","Complimentary meal at the airport / the hotel"
"504859","3.family & friends","1 free check-in bag with a complimentary meal"
"661614","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"561945","4.valued members","Complimentary meal at the airport / the hotel"
"480690","4.valued members","Complimentary meal at the airport / the hotel"
"401245","4.valued members","Complimentary meal at the airport / the hotel"
"614918","4.valued members","Complimentary meal at the airport / the hotel"
"520358","4.valued members","Complimentary meal at the airport / the hotel"
"616491","3.family & friends","1 free check-in bag with a complimentary meal"
"575868","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"521343","4.valued members","Complimentary meal at the airport / the hotel"
"614033","4.valued members","Complimentary meal at the airport / the hotel"
"739518","4.valued members","Complimentary meal at the airport / the hotel"
"636966","4.valued members","Complimentary meal at the airport / the hotel"
"540150","3.family & friends","1 free check-in bag with a complimentary meal"
"521818","4.valued members","Complimentary meal at the airport / the hotel"
"532623","3.family & friends","1 free check-in bag with a complimentary meal"
"540244","4.valued members","Complimentary meal at the airport / the hotel"
"515271","3.family & friends","1 free check-in bag with a complimentary meal"
"559277","4.valued members","Complimentary meal at the airport / the hotel"
"540664","3.family & friends","1 free check-in bag with a complimentary meal"
"385689","3.family & friends","1 free check-in bag with a complimentary meal"
"543713","3.family & friends","1 free check-in bag with a complimentary meal"
"558988","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"568064","4.valued members","Complimentary meal at the airport / the hotel"
"556714","4.valued members","Complimentary meal at the airport / the hotel"
"553245","3.family & friends","1 free check-in bag with a complimentary meal"
"527393","4.valued members","Complimentary meal at the airport / the hotel"
"530427","4.valued members","Complimentary meal at the airport / the hotel"
"559228","4.valued members","Complimentary meal at the airport / the hotel"
"525722","4.valued members","Complimentary meal at the airport / the hotel"
"513823","5.nobel newcomers","30% off first travel"
"664663","4.valued members","Complimentary meal at the airport / the hotel"
"554885","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"622343","4.valued members","Complimentary meal at the airport / the hotel"
"471077","4.valued members","Complimentary meal at the airport / the hotel"
"512631","4.valued members","Complimentary meal at the airport / the hotel"
"520603","5.nobel newcomers","30% off first travel"
"542843","3.family & friends","1 free check-in bag with a complimentary meal"
"557726","4.valued members","Complimentary meal at the airport / the hotel"
"589822","5.nobel newcomers","30% off first travel"
"654259","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"581307","4.valued members","Complimentary meal at the airport / the hotel"
"532823","4.valued members","Complimentary meal at the airport / the hotel"
"708887","4.valued members","Complimentary meal at the airport / the hotel"
"557992","5.nobel newcomers","30% off first travel"
"531427","4.valued members","Complimentary meal at the airport / the hotel"
"524318","5.nobel newcomers","30% off first travel"
"602769","3.family & friends","1 free check-in bag with a complimentary meal"
"646127","5.nobel newcomers","30% off first travel"
"400582","4.valued members","Complimentary meal at the airport / the hotel"
"511608","4.valued members","Complimentary meal at the airport / the hotel"
"438937","4.valued members","Complimentary meal at the airport / the hotel"
"539414","3.family & friends","1 free check-in bag with a complimentary meal"
"505771","3.family & friends","1 free check-in bag with a complimentary meal"
"710523","5.nobel newcomers","30% off first travel"
"602598","3.family & friends","1 free check-in bag with a complimentary meal"
"516571","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"524167","3.family & friends","1 free check-in bag with a complimentary meal"
"519961","4.valued members","Complimentary meal at the airport / the hotel"
"530754","3.family & friends","1 free check-in bag with a complimentary meal"
"537586","3.family & friends","1 free check-in bag with a complimentary meal"
"590843","3.family & friends","1 free check-in bag with a complimentary meal"
"538426","3.family & friends","1 free check-in bag with a complimentary meal"
"689624","3.family & friends","1 free check-in bag with a complimentary meal"
"546888","4.valued members","Complimentary meal at the airport / the hotel"
"525265","4.valued members","Complimentary meal at the airport / the hotel"
"523686","3.family & friends","1 free check-in bag with a complimentary meal"
"458855","3.family & friends","1 free check-in bag with a complimentary meal"
"584998","4.valued members","Complimentary meal at the airport / the hotel"
"550298","4.valued members","Complimentary meal at the airport / the hotel"
"513241","5.nobel newcomers","30% off first travel"
"513470","5.nobel newcomers","30% off first travel"
"516351","4.valued members","Complimentary meal at the airport / the hotel"
"583120","3.family & friends","1 free check-in bag with a complimentary meal"
"540306","4.valued members","Complimentary meal at the airport / the hotel"
"572826","3.family & friends","1 free check-in bag with a complimentary meal"
"582833","3.family & friends","1 free check-in bag with a complimentary meal"
"569364","3.family & friends","1 free check-in bag with a complimentary meal"
"555990","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"594027","3.family & friends","1 free check-in bag with a complimentary meal"
"508892","4.valued members","Complimentary meal at the airport / the hotel"
"543476","3.family & friends","1 free check-in bag with a complimentary meal"
"529502","4.valued members","Complimentary meal at the airport / the hotel"
"562516","5.nobel newcomers","30% off first travel"
"569458","4.valued members","Complimentary meal at the airport / the hotel"
"522420","5.nobel newcomers","30% off first travel"
"527219","4.valued members","Complimentary meal at the airport / the hotel"
"605439","4.valued members","Complimentary meal at the airport / the hotel"
"751545","3.family & friends","1 free check-in bag with a complimentary meal"
"522426","3.family & friends","1 free check-in bag with a complimentary meal"
"587810","3.family & friends","1 free check-in bag with a complimentary meal"
"596349","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"525377","5.nobel newcomers","30% off first travel"
"376159","4.valued members","Complimentary meal at the airport / the hotel"
"585231","5.nobel newcomers","30% off first travel"
"542937","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"651613","3.family & friends","1 free check-in bag with a complimentary meal"
"488865","4.valued members","Complimentary meal at the airport / the hotel"
"181157","4.valued members","Complimentary meal at the airport / the hotel"
"529972","3.family & friends","1 free check-in bag with a complimentary meal"
"563853","4.valued members","Complimentary meal at the airport / the hotel"
"531094","4.valued members","Complimentary meal at the airport / the hotel"
"524940","3.family & friends","1 free check-in bag with a complimentary meal"
"522134","5.nobel newcomers","30% off first travel"
"499751","4.valued members","Complimentary meal at the airport / the hotel"
"525879","3.family & friends","1 free check-in bag with a complimentary meal"
"565755","4.valued members","Complimentary meal at the airport / the hotel"
"522809","3.family & friends","1 free check-in bag with a complimentary meal"
"508050","4.valued members","Complimentary meal at the airport / the hotel"
"527455","4.valued members","Complimentary meal at the airport / the hotel"
"635303","3.family & friends","1 free check-in bag with a complimentary meal"
"573720","4.valued members","Complimentary meal at the airport / the hotel"
"529787","3.family & friends","1 free check-in bag with a complimentary meal"
"552732","4.valued members","Complimentary meal at the airport / the hotel"
"524419","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"502212","4.valued members","Complimentary meal at the airport / the hotel"
"471717","3.family & friends","1 free check-in bag with a complimentary meal"
"510459","4.valued members","Complimentary meal at the airport / the hotel"
"542196","4.valued members","Complimentary meal at the airport / the hotel"
"543165","4.valued members","Complimentary meal at the airport / the hotel"
"552661","4.valued members","Complimentary meal at the airport / the hotel"
"515124","4.valued members","Complimentary meal at the airport / the hotel"
"544698","3.family & friends","1 free check-in bag with a complimentary meal"
"590163","3.family & friends","1 free check-in bag with a complimentary meal"
"603296","4.valued members","Complimentary meal at the airport / the hotel"
"548853","4.valued members","Complimentary meal at the airport / the hotel"
"545754","5.nobel newcomers","30% off first travel"
"663017","4.valued members","Complimentary meal at the airport / the hotel"
"671066","3.family & friends","1 free check-in bag with a complimentary meal"
"447591","4.valued members","Complimentary meal at the airport / the hotel"
"542012","4.valued members","Complimentary meal at the airport / the hotel"
"448564","4.valued members","Complimentary meal at the airport / the hotel"
"498500","3.family & friends","1 free check-in bag with a complimentary meal"
"510841","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"521009","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"378565","3.family & friends","1 free check-in bag with a complimentary meal"
"540924","4.valued members","Complimentary meal at the airport / the hotel"
"536574","3.family & friends","1 free check-in bag with a complimentary meal"
"502850","5.nobel newcomers","30% off first travel"
"551032","4.valued members","Complimentary meal at the airport / the hotel"
"527280","4.valued members","Complimentary meal at the airport / the hotel"
"527396","4.valued members","Complimentary meal at the airport / the hotel"
"544012","3.family & friends","1 free check-in bag with a complimentary meal"
"553901","3.family & friends","1 free check-in bag with a complimentary meal"
"481772","4.valued members","Complimentary meal at the airport / the hotel"
"504081","3.family & friends","1 free check-in bag with a complimentary meal"
"732729","3.family & friends","1 free check-in bag with a complimentary meal"
"529678","4.valued members","Complimentary meal at the airport / the hotel"
"532233","3.family & friends","1 free check-in bag with a complimentary meal"
"349132","4.valued members","Complimentary meal at the airport / the hotel"
"554801","4.valued members","Complimentary meal at the airport / the hotel"
"407250","4.valued members","Complimentary meal at the airport / the hotel"
"562648","3.family & friends","1 free check-in bag with a complimentary meal"
"547180","3.family & friends","1 free check-in bag with a complimentary meal"
"609243","3.family & friends","1 free check-in bag with a complimentary meal"
"684806","3.family & friends","1 free check-in bag with a complimentary meal"
"487101","4.valued members","Complimentary meal at the airport / the hotel"
"519211","4.valued members","Complimentary meal at the airport / the hotel"
"558395","3.family & friends","1 free check-in bag with a complimentary meal"
"570713","4.valued members","Complimentary meal at the airport / the hotel"
"502626","3.family & friends","1 free check-in bag with a complimentary meal"
"519254","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"516418","4.valued members","Complimentary meal at the airport / the hotel"
"557298","4.valued members","Complimentary meal at the airport / the hotel"
"565464","4.valued members","Complimentary meal at the airport / the hotel"
"544685","3.family & friends","1 free check-in bag with a complimentary meal"
"550193","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"481358","4.valued members","Complimentary meal at the airport / the hotel"
"507435","3.family & friends","1 free check-in bag with a complimentary meal"
"479101","3.family & friends","1 free check-in bag with a complimentary meal"
"532063","4.valued members","Complimentary meal at the airport / the hotel"
"632665","4.valued members","Complimentary meal at the airport / the hotel"
"478291","3.family & friends","1 free check-in bag with a complimentary meal"
"416580","4.valued members","Complimentary meal at the airport / the hotel"
"587601","5.nobel newcomers","30% off first travel"
"513006","4.valued members","Complimentary meal at the airport / the hotel"
"531987","4.valued members","Complimentary meal at the airport / the hotel"
"509419","4.valued members","Complimentary meal at the airport / the hotel"
"517739","3.family & friends","1 free check-in bag with a complimentary meal"
"512201","4.valued members","Complimentary meal at the airport / the hotel"
"510022","3.family & friends","1 free check-in bag with a complimentary meal"
"555648","4.valued members","Complimentary meal at the airport / the hotel"
"586774","3.family & friends","1 free check-in bag with a complimentary meal"
"527197","4.valued members","Complimentary meal at the airport / the hotel"
"585187","4.valued members","Complimentary meal at the airport / the hotel"
"469418","5.nobel newcomers","30% off first travel"
"537904","3.family & friends","1 free check-in bag with a complimentary meal"
"571610","4.valued members","Complimentary meal at the airport / the hotel"
"542065","4.valued members","Complimentary meal at the airport / the hotel"
"454264","3.family & friends","1 free check-in bag with a complimentary meal"
"541539","5.nobel newcomers","30% off first travel"
"538529","4.valued members","Complimentary meal at the airport / the hotel"
"595414","4.valued members","Complimentary meal at the airport / the hotel"
"560680","5.nobel newcomers","30% off first travel"
"520480","4.valued members","Complimentary meal at the airport / the hotel"
"513568","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"514589","4.valued members","Complimentary meal at the airport / the hotel"
"518422","4.valued members","Complimentary meal at the airport / the hotel"
"510585","3.family & friends","1 free check-in bag with a complimentary meal"
"448467","4.valued members","Complimentary meal at the airport / the hotel"
"584912","4.valued members","Complimentary meal at the airport / the hotel"
"508860","4.valued members","Complimentary meal at the airport / the hotel"
"635790","4.valued members","Complimentary meal at the airport / the hotel"
"547006","5.nobel newcomers","30% off first travel"
"510356","4.valued members","Complimentary meal at the airport / the hotel"
"519079","4.valued members","Complimentary meal at the airport / the hotel"
"602476","4.valued members","Complimentary meal at the airport / the hotel"
"442833","4.valued members","Complimentary meal at the airport / the hotel"
"595527","4.valued members","Complimentary meal at the airport / the hotel"
"526154","3.family & friends","1 free check-in bag with a complimentary meal"
"585138","5.nobel newcomers","30% off first travel"
"589995","4.valued members","Complimentary meal at the airport / the hotel"
"567906","4.valued members","Complimentary meal at the airport / the hotel"
"550222","4.valued members","Complimentary meal at the airport / the hotel"
"582038","4.valued members","Complimentary meal at the airport / the hotel"
"538432","4.valued members","Complimentary meal at the airport / the hotel"
"532835","3.family & friends","1 free check-in bag with a complimentary meal"
"598306","4.valued members","Complimentary meal at the airport / the hotel"
"525611","4.valued members","Complimentary meal at the airport / the hotel"
"619615","4.valued members","Complimentary meal at the airport / the hotel"
"528490","4.valued members","Complimentary meal at the airport / the hotel"
"544495","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"534604","4.valued members","Complimentary meal at the airport / the hotel"
"621081","4.valued members","Complimentary meal at the airport / the hotel"
"566338","4.valued members","Complimentary meal at the airport / the hotel"
"512322","4.valued members","Complimentary meal at the airport / the hotel"
"553805","3.family & friends","1 free check-in bag with a complimentary meal"
"577984","3.family & friends","1 free check-in bag with a complimentary meal"
"535081","4.valued members","Complimentary meal at the airport / the hotel"
"587373","4.valued members","Complimentary meal at the airport / the hotel"
"617606","5.nobel newcomers","30% off first travel"
"531144","3.family & friends","1 free check-in bag with a complimentary meal"
"527452","4.valued members","Complimentary meal at the airport / the hotel"
"539384","4.valued members","Complimentary meal at the airport / the hotel"
"531512","4.valued members","Complimentary meal at the airport / the hotel"
"533449","4.valued members","Complimentary meal at the airport / the hotel"
"518931","5.nobel newcomers","30% off first travel"
"526367","4.valued members","Complimentary meal at the airport / the hotel"
"571637","3.family & friends","1 free check-in bag with a complimentary meal"
"511433","4.valued members","Complimentary meal at the airport / the hotel"
"601116","4.valued members","Complimentary meal at the airport / the hotel"
"477316","4.valued members","Complimentary meal at the airport / the hotel"
"560495","5.nobel newcomers","30% off first travel"
"515580","4.valued members","Complimentary meal at the airport / the hotel"
"503973","4.valued members","Complimentary meal at the airport / the hotel"
"556533","3.family & friends","1 free check-in bag with a complimentary meal"
"587470","3.family & friends","1 free check-in bag with a complimentary meal"
"439120","4.valued members","Complimentary meal at the airport / the hotel"
"550482","5.nobel newcomers","30% off first travel"
"651828","3.family & friends","1 free check-in bag with a complimentary meal"
"551501","5.nobel newcomers","30% off first travel"
"514526","3.family & friends","1 free check-in bag with a complimentary meal"
"530383","4.valued members","Complimentary meal at the airport / the hotel"
"485894","3.family & friends","1 free check-in bag with a complimentary meal"
"531204","4.valued members","Complimentary meal at the airport / the hotel"
