"user_id","num_clicks","num_sessions","avg_session_duration","age","gender","married","has_children","home_country","home_city","home_airport","user_id","num_trip","num_flights","money_spent_hotel","time_after_booking","total_km_flown","avg_bags"
"164522","89","8","83.3750000000000000","48","F","true","false","usa","kansas city","MCI","164522","1","2","3029","8.0000000000000000","1807.646503324766","1.00000000000000000000"
"167852","63","8","58.0000000000000000","18","F","false","false","usa","tampa","MCF","","","","","","",""
"171470","446","8","1842.5000000000000000","24","F","false","false","usa","atlanta","ATL","","","","","","",""
"174997","252","8","991.7500000000000000","32","F","false","false","usa","grand rapids","GRR","174997","2","4","448","7.5000000000000000","3076.5515684977086","0.00000000000000000000"
"175032","127","9","104.3333333333333333","29","F","false","false","usa","houston","IAH","175032","3","4","3243.60","5.5000000000000000","2789.0882690915105","0.50000000000000000000"
"181157","153","8","141.1250000000000000","53","F","true","false","usa","houston","HOU","181157","3","6","4987.80","5.3333333333333333","3640.3724531218977","1.00000000000000000000"
"182191","148","8","665.7879690000000000","19","F","false","true","usa","phoenix","PHX","","","","","","",""
"187212","128","8","118.7500000000000000","55","F","true","true","usa","los angeles","LAX","187212","3","6","904","8.0000000000000000","7396.6715634819375","0.66666666666666666667"
"189676","93","8","86.3750000000000000","36","F","false","true","usa","fort worth","FTW","189676","2","2","5001","4.0000000000000000","2350.536145550067","2.0000000000000000"
"190866","186","9","153.8888888888888889","37","F","false","false","usa","tallahassee","TLH","190866","5","10","1359","7.2000000000000000","12118.678538904674","0.40000000000000000000"
"195192","225","8","208.3750000000000000","28","F","false","false","usa","chicago","MDW","195192","1","2","320","15.0000000000000000","1165.5097458688963","0.00000000000000000000"
"204943","292","8","1043.5000000000000000","41","M","false","false","canada","ottawa","YOW","204943","5","10","3820","8.0000000000000000","7855.1395892553755","1.4000000000000000"
"204997","439","8","1399.1779502500000000","38","F","true","false","usa","kansas city","MCI","204997","2","4","284","7.0000000000000000","2563.0118649213405","0.50000000000000000000"
"205044","134","9","110.3333333333333333","40","F","true","true","canada","toronto","YKZ","205044","3","6","5642","6.0000000000000000","7190.517018428522","0.33333333333333333333"
"206011","156","8","146.1250000000000000","39","F","false","true","usa","kansas city","MCI","206011","4","8","1055","5.5000000000000000","5808.245401800314","0.25000000000000000000"
"216796","125","8","491.3284420000000000","22","F","false","false","usa","cincinnati","CVG","","","","","","",""
"217114","59","9","49.8888888888888889","20","O","true","true","usa","long beach","LGB","","","","","","",""
"217136","106","8","99.3750000000000000","39","F","false","true","usa","little rock","LIT","217136","2","2","659","7.0000000000000000","3095.3404436795545","0.00000000000000000000"
"220725","316","9","948.8888888888888889","40","F","false","false","usa","stockton","SCK","220725","3","6","962","5.0000000000000000","9384.230940704427","0.33333333333333333333"
"224996","102","8","94.6250000000000000","43","F","false","true","canada","halifax","YHZ","224996","2","4","0","8.0000000000000000","4976.256525693032","0.00000000000000000000"
"226367","114","8","105.5000000000000000","43","F","false","false","usa","washington","IAD","226367","3","6","1864","7.0000000000000000","4899.588068125793","0.66666666666666666667"
"228195","116","9","95.7777777777777778","27","F","false","true","usa","los angeles","LAX","","","","","","",""
"228872","126","8","118.0000000000000000","35","M","false","false","usa","san antonio","RND","228872","2","2","1288","5.0000000000000000","2953.6730397354886","1.00000000000000000000"
"229009","144","8","264.7854292500000000","17","F","false","false","usa","stockton","SCK","229009","2","4","474","8.5000000000000000","6057.46472428864","0.50000000000000000000"
"229108","321","8","1012.2500000000000000","26","F","false","false","usa","burlington","BTV","","","","","","",""
"229330","129","8","119.6250000000000000","47","F","true","false","usa","colorado springs","COS","229330","4","8","3193","7.2500000000000000","4702.760020119415","0.25000000000000000000"
"232647","100","8","93.8750000000000000","18","F","false","false","usa","birmingham","BHM","232647","2","2","2343","7.0000000000000000","1436.751018608673","1.00000000000000000000"
"249521","151","8","140.6250000000000000","59","F","true","true","canada","ottawa","YOW","249521","2","2","369.4","8.0000000000000000","3739.589951281529","1.00000000000000000000"
"252835","117","8","108.2500000000000000","38","F","false","true","usa","chicago","ORD","252835","5","10","1460","7.4000000000000000","9296.195561831419","0.60000000000000000000"
"258451","167","8","219.8750000000000000","23","F","false","false","usa","miami","OPF","","","","","","",""
"264470","118","8","111.0000000000000000","45","F","false","true","usa","bakersfield","BFL","264470","2","4","2127","8.0000000000000000","4783.270358556782","0.50000000000000000000"
"276512","98","8","91.3750000000000000","41","F","true","true","usa","austin","AUS","276512","1","2","100","10.0000000000000000","2409.253288662373","1.00000000000000000000"
"281952","158","8","146.3750000000000000","37","F","false","false","usa","louisville","LOU","281952","2","4","236.30","7.0000000000000000","3933.6611436962294","1.5000000000000000"
"283325","114","8","105.6250000000000000","51","F","true","false","usa","dallas","DAL","283325","2","2","2884","5.0000000000000000","2838.442946557796","0.00000000000000000000"
"290123","190","9","155.8888888888888889","41","F","true","false","usa","houston","HOU","290123","7","13","3583","6.1428571428571429","17733.661381374288","0.85714285714285714286"
"297546","207","8","192.8750000000000000","51","F","true","false","usa","new york","JFK","297546","5","8","3542.00","5.0000000000000000","7090.948336965269","0.75000000000000000000"
"298253","98","8","91.7500000000000000","46","F","true","true","usa","los angeles","LAX","298253","1","2","0","6.0000000000000000","4183.68105154044","2.0000000000000000"
"299476","187","9","154.1111111111111111","39","F","true","false","usa","atlanta","ATL","299476","1","2","71","7.0000000000000000","1090.0004072477632","0.00000000000000000000"
"306165","89","8","82.5000000000000000","21","F","false","false","usa","cleveland","CLE","","","","","","",""
"306819","329","8","1061.8750000000000000","60","F","true","true","usa","new york","JFK","306819","1","2","370","4.0000000000000000","293.18110814727305","1.00000000000000000000"
"312488","76","8","71.0000000000000000","31","M","true","false","usa","new york","JFK","312488","1","2","0","6.0000000000000000","2171.5337603216926","1.00000000000000000000"
"313724","351","8","1110.3750000000000000","52","F","false","false","usa","tulsa","TUL","313724","4","6","3217","5.6666666666666667","5130.08399313125","0.66666666666666666667"
"316527","139","8","130.0000000000000000","41","F","true","true","canada","winnipeg","YWG","316527","4","8","5658.30","7.2500000000000000","7762.721405768636","0.25000000000000000000"
"317688","133","8","124.0000000000000000","41","F","false","true","usa","indianapolis","IND","317688","4","8","1076.00","8.0000000000000000","6538.749782703793","0.50000000000000000000"
"322867","82","8","77.0000000000000000","46","F","false","false","usa","mobile","BFM","322867","1","2","1323","6.0000000000000000","919.997617427402","1.00000000000000000000"
"324191","86","8","80.1250000000000000","40","F","false","false","usa","san diego","SAN","324191","2","4","1610","9.5000000000000000","352.54269108579217","0.50000000000000000000"
"328590","383","8","1085.5000000000000000","55","F","false","false","usa","san diego","NZY","328590","2","4","2596.25","8.0000000000000000","6393.388871189552","0.50000000000000000000"
"330764","375","8","1061.1250000000000000","39","F","false","false","usa","detroit","DET","330764","2","0","1094","","",""
"330893","133","8","124.0000000000000000","43","F","true","true","usa","oklahoma city","OKC","330893","3","6","750","5.3333333333333333","4810.064082308094","0.66666666666666666667"
"331039","198","8","610.0452130000000000","44","F","true","true","canada","london","YXU","","","","","","",""
"334787","119","8","110.8750000000000000","53","F","false","false","usa","minneapolis","MSP","334787","3","6","864","5.0000000000000000","4133.879326866843","0.66666666666666666667"
"337227","83","8","77.0000000000000000","35","F","true","false","usa","santa ana","SNA","","","","","","",""
"338086","137","8","128.5000000000000000","40","F","false","true","usa","washington","IAD","338086","2","4","152.0","7.0000000000000000","5317.10968804983","0.50000000000000000000"
"340166","88","8","81.6250000000000000","51","M","true","true","usa","san francisco","SFO","340166","1","0","474","","",""
"343928","122","8","112.7500000000000000","65","F","true","false","usa","el paso","BIF","343928","2","4","348","170.5000000000000000","22466.20267547655","0.50000000000000000000"
"347778","162","9","133.3333333333333333","49","F","false","false","usa","las vegas","LSV","347778","5","10","4474","5.6000000000000000","12785.853272132965","1.00000000000000000000"
"348817","125","8","116.0000000000000000","28","F","false","false","canada","calgary","YYC","348817","4","6","2622","5.3333333333333333","7568.604200685304","0.66666666666666666667"
"348863","81","8","74.6250000000000000","67","F","true","false","usa","san antonio","SKF","","","","","","",""
"349132","133","9","110.3333333333333333","49","F","false","false","usa","cincinnati","CVG","349132","3","4","3516.1","6.5000000000000000","2165.0067987867405","0.50000000000000000000"
"350648","295","8","807.1869622500000000","18","F","false","false","usa","lincoln","LNK","","","","","","",""
"353271","84","8","78.8750000000000000","26","F","false","true","usa","milwaukee","MKE","353271","1","2","0","5.0000000000000000","1177.3169145652591","0.00000000000000000000"
"353694","100","8","92.5000000000000000","40","F","false","true","usa","new york","LGA","353694","2","3","1634","7.5000000000000000","2672.65203401674","0.50000000000000000000"
"354050","172","8","159.1250000000000000","50","F","false","false","usa","detroit","DET","354050","5","9","2301.60","7.6000000000000000","10465.468079297527","0.20000000000000000000"
"354260","116","8","107.8750000000000000","49","F","false","false","usa","providence","PVD","354260","2","4","520","10.5000000000000000","6431.47011545637","1.00000000000000000000"
"354311","98","8","92.0000000000000000","45","F","true","false","usa","tucson","DMA","354311","2","4","291","7.0000000000000000","6477.426283104351","0.50000000000000000000"
"354950","100","8","94.1250000000000000","53","M","true","false","usa","amarillo","AMA","354950","1","2","762","4.0000000000000000","2618.462362173801","1.00000000000000000000"
"356046","101","8","94.0000000000000000","34","F","false","false","canada","ottawa","YOW","356046","2","4","705","8.0000000000000000","3565.871177693626","0.00000000000000000000"
"357737","419","8","1101.1250000000000000","41","F","true","true","usa","san diego","SAN","357737","4","6","1236.10","6.3333333333333333","11617.065950685417","0.00000000000000000000"
"359072","318","8","983.7236021250000000","51","F","true","true","canada","montreal","YUL","359072","2","4","447","8.0000000000000000","771.1967810137355","0.50000000000000000000"
"359080","126","8","119.0000000000000000","42","F","true","false","usa","new york","JFK","359080","4","8","1383","76.2500000000000000","18739.58997388409","1.00000000000000000000"
"359653","127","8","118.0000000000000000","55","M","false","false","canada","victoria","YYJ","359653","2","4","649.2","6.5000000000000000","4276.796091137305","1.00000000000000000000"
"361459","59","8","56.0000000000000000","41","F","true","true","usa","houston","EFD","361459","1","2","165","6.0000000000000000","2403.5430407745216","1.00000000000000000000"
"361759","139","9","113.8888888888888889","52","F","true","false","canada","winnipeg","YWG","361759","4","8","119.70","7.7500000000000000","8533.230487448642","0.50000000000000000000"
"363535","248","8","851.5935587500000000","31","F","false","false","usa","charlotte","CLT","363535","2","3","355","8.5000000000000000","4196.381949519077","0.50000000000000000000"
"365825","355","8","1042.7500000000000000","45","F","false","false","usa","los angeles","LAX","365825","1","2","950","6.0000000000000000","383.04736325462943","1.00000000000000000000"
"371201","105","8","97.1250000000000000","28","M","false","true","usa","new york","JFK","371201","1","2","0","8.0000000000000000","1060.9488580245406","3.0000000000000000"
"372970","100","8","94.6250000000000000","34","F","false","false","usa","charlotte","CLT","372970","2","4","408","6.0000000000000000","8096.175529001731","0.50000000000000000000"
"373489","118","9","96.4444444444444444","37","F","true","true","usa","wichita","ICT","373489","1","2","1224","223.0000000000000000","20504.143209543832","3.0000000000000000"
"374331","338","8","1031.2500000000000000","42","M","false","false","usa","milwaukee","MKE","374331","1","0","6720","","",""
"374340","78","9","64.4444444444444444","35","F","true","false","usa","new york","LGA","374340","1","2","0","336.0000000000000000","16455.388252489083","1.00000000000000000000"
"374341","105","8","98.1250000000000000","25","F","false","false","usa","detroit","YIP","374341","3","0","6840","","",""
"375160","41","8","38.0000000000000000","20","F","false","false","usa","houston","EFD","","","","","","",""
"375729","142","8","131.1250000000000000","53","F","false","false","usa","atlanta","ATL","375729","3","6","1667","6.0000000000000000","5631.046393864197","0.33333333333333333333"
"375751","192","8","176.7500000000000000","50","F","true","false","usa","cleveland","CLE","375751","3","6","999","8.0000000000000000","3965.0151335459905","0.33333333333333333333"
"376159","102","8","95.5000000000000000","42","F","false","false","usa","long beach","LGB","376159","2","2","708","9.0000000000000000","2175.006152558628","1.00000000000000000000"
"377069","260","8","956.6250000000000000","68","F","true","false","usa","new york","LGA","","","","","","",""
"377411","118","8","110.6250000000000000","38","F","true","false","canada","montreal","YMX","377411","2","4","1026","5.0000000000000000","2986.8991168550338","0.00000000000000000000"
"378565","136","8","127.1250000000000000","40","F","true","true","usa","nashville","BNA","378565","5","4","8600","4.5000000000000000","4043.149423122107","0.50000000000000000000"
"379543","104","8","95.6250000000000000","56","F","true","false","usa","san jose","SJC","379543","3","6","1535","6.0000000000000000","6589.9808052511935","0.33333333333333333333"
"380434","114","8","104.3750000000000000","50","F","true","true","usa","oklahoma city","TIK","380434","3","6","1426","9.3333333333333333","5788.025921201874","0.33333333333333333333"
"380436","107","8","99.3750000000000000","44","F","false","false","usa","new york","LGA","380436","1","2","594.0","9.0000000000000000","576.1819985601524","1.00000000000000000000"
"380757","122","8","114.1250000000000000","46","F","false","true","usa","los angeles","LAX","380757","3","5","1310.35","7.6666666666666667","5079.525254563928","0.33333333333333333333"
"380874","117","8","109.0000000000000000","54","F","true","false","usa","louisville","LOU","380874","3","6","405.60","7.3333333333333333","4291.018889188329","0.66666666666666666667"
"380949","432","8","1115.8750000000000000","46","F","false","false","usa","san antonio","SAT","380949","4","8","1654","7.0000000000000000","8262.469263191673","0.25000000000000000000"
"381259","97","8","91.0000000000000000","21","F","false","true","usa","san diego","SAN","381259","1","2","68","5.0000000000000000","3816.768005261937","1.00000000000000000000"
"381465","245","8","418.6801800000000000","33","F","false","false","usa","san antonio","SAT","381465","3","2","2976","6.0000000000000000","1712.0270202241186","0.00000000000000000000"
"382181","106","8","98.1250000000000000","36","F","true","false","canada","halifax","YHZ","382181","3","6","672","5.3333333333333333","6269.834106236189","0.66666666666666666667"
"382384","75","8","70.1250000000000000","57","F","true","false","usa","st. petersburg","PIE","382384","1","2","0","9.0000000000000000","1239.895526663839","1.00000000000000000000"
"382533","70","8","65.2500000000000000","18","F","false","false","usa","long beach","LGB","","","","","","",""
"385689","92","8","85.7500000000000000","49","F","false","true","usa","nashville","BNA","385689","4","6","3545","7.3333333333333333","5820.652925087468","0.33333333333333333333"
"386255","64","8","59.5000000000000000","32","F","false","true","usa","mobile","BFM","386255","1","0","2144","","",""
"386469","95","9","79.0000000000000000","17","F","false","false","usa","stockton","SCK","","","","","","",""
"386914","294","8","987.3750000000000000","46","F","true","true","canada","hamilton","YHM","386914","1","2","577.8","7.0000000000000000","652.4026067759777","1.00000000000000000000"
"387282","87","8","80.1250000000000000","30","F","false","true","usa","amarillo","AMA","387282","1","0","3564.0","","",""
"387783","87","8","79.8750000000000000","53","M","true","true","usa","oakland","OAK","387783","3","2","2649","8.0000000000000000","2296.188043393657","0.00000000000000000000"
"388328","135","9","110.4444444444444444","50","F","true","true","canada","toronto","YYZ","388328","5","6","4770.9","6.6666666666666667","7355.111328869255","1.00000000000000000000"
"388767","104","8","97.1250000000000000","44","F","true","true","usa","tallahassee","TLH","388767","1","2","1890","5.0000000000000000","2119.043462511673","1.00000000000000000000"
"388947","112","9","92.5555555555555556","40","M","false","false","usa","new york","LGA","388947","3","6","684","7.3333333333333333","7119.5102089224365","0.66666666666666666667"
"389434","444","8","1127.5000000000000000","42","F","false","false","usa","new york","LGA","389434","4","8","1202","5.7500000000000000","9582.149896281788","0.25000000000000000000"
"389662","146","8","135.7500000000000000","38","F","false","false","usa","fresno","FAT","389662","3","4","815","8.5000000000000000","3755.942301868516","1.00000000000000000000"
"389759","156","8","143.8750000000000000","33","F","false","true","usa","anchorage","ANC","389759","3","6","2384","5.6666666666666667","11867.799727421749","0.33333333333333333333"
"390811","132","8","122.3750000000000000","40","F","false","false","usa","los angeles","LAX","390811","3","6","1278","7.0000000000000000","6361.116873665388","0.66666666666666666667"
"392453","78","8","72.3750000000000000","58","F","false","false","usa","el paso","ELP","392453","1","2","1166","7.0000000000000000","2501.8639303522496","1.00000000000000000000"
"395202","71","8","66.2500000000000000","26","F","false","false","usa","san jose","SJC","395202","1","0","2964","","",""
"395981","101","8","95.2500000000000000","51","F","true","false","canada","vancouver","YVR","395981","3","6","1399","9.3333333333333333","7927.651793138444","1.00000000000000000000"
"396552","109","8","101.3750000000000000","45","F","true","false","canada","london","YXU","396552","4","6","450","7.5000000000000000","6228.608602324906","0.50000000000000000000"
"399137","155","8","143.2500000000000000","53","F","true","false","usa","dallas","DAL","399137","4","4","6424","6.5000000000000000","4487.68643840776","1.00000000000000000000"
"399218","121","8","113.6250000000000000","44","F","true","true","usa","fort worth","FTW","399218","2","4","246","6.5000000000000000","2744.8546718660627","0.50000000000000000000"
"399799","126","8","116.7500000000000000","55","F","true","false","canada","toronto","YTZ","399799","4","7","609","6.2500000000000000","8035.160071863267","0.50000000000000000000"
"400275","99","8","92.2500000000000000","56","F","true","true","usa","phoenix","LUF","400275","2","4","1052","9.0000000000000000","6409.597707256765","0.50000000000000000000"
"400582","125","8","116.3750000000000000","32","F","true","false","usa","chicago","ORD","400582","4","6","2549","6.6666666666666667","3633.9046642032636","0.00000000000000000000"
"400899","255","8","235.3750000000000000","45","F","true","false","canada","quebec","YQB","400899","3","6","2230","5.3333333333333333","5199.354579092986","0.66666666666666666667"
"401245","120","8","111.8750000000000000","28","F","false","false","usa","omaha","OFF","401245","3","6","722","7.0000000000000000","5396.45830778787","0.00000000000000000000"
"402332","137","8","127.1250000000000000","32","F","false","false","usa","sacramento","MCC","402332","2","4","103.55","13.5000000000000000","4280.668906560844","0.00000000000000000000"
"402978","115","8","107.0000000000000000","51","F","true","false","usa","milwaukee","MKE","402978","4","8","1831","5.2500000000000000","7678.893892112512","0.75000000000000000000"
"403881","133","8","122.3750000000000000","44","F","false","false","usa","san diego","NZY","403881","4","7","1792","7.5000000000000000","12484.706277320041","0.75000000000000000000"
"404879","127","8","118.0000000000000000","39","F","true","false","usa","newark","EWR","404879","4","7","5029","7.0000000000000000","5117.996072854046","0.50000000000000000000"
"405305","139","9","114.7777777777777778","45","F","true","true","usa","san francisco","SFO","405305","3","5","1282","10.3333333333333333","8726.119655006303","0.66666666666666666667"
"406210","93","8","86.5000000000000000","21","F","false","true","usa","anchorage","ANC","406210","2","3","1326","157.0000000000000000","18941.07759778426","0.50000000000000000000"
"407118","112","8","171.5000000000000000","52","F","true","false","usa","new york","JFK","407118","2","3","1896","7.0000000000000000","2476.548126378458","0.50000000000000000000"
"407250","143","8","133.0000000000000000","36","F","false","false","usa","laredo","LRD","407250","4","8","1025","5.5000000000000000","11555.07458236765","0.25000000000000000000"
"407275","126","8","117.8750000000000000","42","F","false","false","usa","philadelphia","PNE","407275","4","8","2414","5.5000000000000000","4128.159983068694","0.50000000000000000000"
"407434","62","8","57.6250000000000000","52","F","true","true","canada","halifax","YAW","407434","1","0","3186","","",""
"407642","111","8","103.7500000000000000","29","F","false","false","canada","hamilton","YHM","407642","2","4","750","8.0000000000000000","2538.555199801885","0.00000000000000000000"
"408551","93","9","77.8888888888888889","43","F","true","true","usa","chicago","UGN","408551","2","4","944","4.5000000000000000","3395.7509510041764","0.50000000000000000000"
"409073","178","8","165.0000000000000000","42","F","true","false","usa","sacramento","MCC","409073","3","6","803","6.3333333333333333","9269.248696495048","1.00000000000000000000"
"411179","366","8","1052.5000000000000000","51","F","false","false","usa","san jose","SJC","411179","2","2","4483","11.0000000000000000","2518.1404135150206","1.00000000000000000000"
"411701","157","8","144.8750000000000000","40","F","false","false","canada","calgary","YYC","411701","2","2","316","16.0000000000000000","3040.9760479434613","1.00000000000000000000"
"413128","161","10","119.8000000000000000","29","F","false","false","canada","hamilton","YHM","413128","5","8","12053.2","6.2500000000000000","4058.1294948403443","0.25000000000000000000"
"413340","120","8","112.2500000000000000","47","F","true","true","usa","nashville","BNA","413340","3","6","1096","8.3333333333333333","2962.3697940266643","0.66666666666666666667"
"413418","98","8","91.0000000000000000","54","F","false","false","usa","knoxville","TYS","413418","3","4","210","9.5000000000000000","2132.08353391429","1.5000000000000000"
"413658","180","8","547.7315255000000000","51","F","true","true","usa","philadelphia","PNE","413658","2","2","1593","8.0000000000000000","1100.4101118579067","1.00000000000000000000"
"414128","136","9","112.0000000000000000","28","F","false","false","usa","seattle","BFI","414128","4","5","4609.4","9.6666666666666667","10237.1999238369","0.33333333333333333333"
"415282","93","8","87.0000000000000000","42","F","true","true","usa","portland","PWM","415282","2","4","2892","7.5000000000000000","4377.9816112443905","0.00000000000000000000"
"415381","108","8","100.8750000000000000","46","F","true","false","usa","chicago","UGN","415381","3","5","704","5.6666666666666667","2867.2045729730526","1.00000000000000000000"
"415581","113","8","105.3750000000000000","42","F","true","false","usa","new york","JFK","415581","3","6","2036","8.6666666666666667","5615.264381794886","0.66666666666666666667"
"416319","220","8","204.6250000000000000","55","F","true","false","usa","new york","LGA","416319","2","4","219","7.5000000000000000","1063.4626605935414","0.50000000000000000000"
"416580","320","8","928.1678433750000000","43","F","false","false","usa","fort worth","FTW","416580","4","8","762.0","5.0000000000000000","5198.903724672227","0.25000000000000000000"
"417679","141","8","131.6250000000000000","37","F","false","false","usa","new york","LGA","417679","5","10","2098.10","7.8000000000000000","10919.70089789758","0.40000000000000000000"
"418329","169","8","156.5000000000000000","49","M","false","true","usa","detroit","DET","418329","3","6","2884.70","6.6666666666666667","2503.1387015851487","0.66666666666666666667"
"418488","197","8","181.8750000000000000","38","F","true","false","canada","toronto","YYZ","418488","4","8","2199","4.5000000000000000","7962.443785796538","0.50000000000000000000"
"418692","312","10","804.1000000000000000","39","F","false","false","usa","fort worth","FTW","418692","2","4","318.00","5.5000000000000000","3133.331284385683","0.50000000000000000000"
"420648","95","8","87.8750000000000000","53","F","true","true","usa","portland","PDX","420648","3","4","2676","6.5000000000000000","7630.751700014562","0.00000000000000000000"
"420669","508","8","1361.3708260000000000","51","F","true","true","canada","calgary","YYC","420669","2","2","1566","9.0000000000000000","3040.9760479434613","1.00000000000000000000"
"421247","179","8","166.6250000000000000","42","F","true","true","usa","memphis","MEM","421247","4","8","1586.90","6.7500000000000000","4191.66964869072","0.50000000000000000000"
"421515","180","8","166.8750000000000000","31","F","false","false","canada","winnipeg","YAV","421515","2","4","351.05","5.0000000000000000","3675.5354166850293","0.50000000000000000000"
"421666","369","8","1057.2500000000000000","30","F","false","true","usa","washington","IAD","421666","1","2","79","10.0000000000000000","3585.0440426016453","1.00000000000000000000"
"421700","141","8","130.3750000000000000","41","F","false","true","usa","richmond","RIC","421700","3","6","2695.80","7.3333333333333333","5999.609834297305","0.00000000000000000000"
"421870","132","8","122.1250000000000000","30","M","true","true","usa","little rock","LIT","421870","3","6","1435","79.6666666666666667","22359.01501225224","2.6666666666666667"
"422066","142","8","131.2500000000000000","55","F","true","true","usa","cincinnati","CVG","422066","4","8","2910","8.0000000000000000","6900.078562162841","1.2500000000000000"
"422668","101","8","93.5000000000000000","18","F","false","false","usa","houston","HOU","","","","","","",""
"423042","251","8","333.6525562500000000","42","F","false","true","canada","ottawa","YOW","423042","5","6","1696.80","5.0000000000000000","3875.3556485679546","0.33333333333333333333"
"423413","133","8","123.8750000000000000","18","F","false","false","usa","new york","LGA","423413","1","0","10760","","",""
"424553","216","8","201.1250000000000000","49","F","true","false","usa","oklahoma city","TIK","424553","3","2","1798","11.0000000000000000","2216.753676558997","1.00000000000000000000"
"425632","90","8","83.1250000000000000","45","F","true","false","usa","tampa","MCF","425632","3","4","2280","5.5000000000000000","5143.311721355298","0.50000000000000000000"
"425653","97","8","90.2500000000000000","20","M","false","true","usa","portland","PDX","","","","","","",""
"425953","181","8","167.7500000000000000","38","F","true","false","usa","nashville","BNA","425953","4","8","1162.85","8.0000000000000000","3173.388886922167","0.00000000000000000000"
"425966","94","8","86.5000000000000000","56","F","true","false","usa","las vegas","LAS","425966","2","4","372","8.0000000000000000","7588.620423808832","0.50000000000000000000"
"426478","148","8","434.6407615000000000","25","F","false","false","canada","hamilton","YHM","426478","1","0","963.9","","",""
"427426","121","8","113.3750000000000000","36","F","false","false","usa","san diego","SAN","427426","3","6","134","12.6666666666666667","4420.563822005021","0.33333333333333333333"
"427506","324","8","983.7152875000000000","55","F","true","true","usa","norfolk","ORF","427506","2","4","458.2","7.5000000000000000","937.819138658978","0.50000000000000000000"
"428056","139","8","128.8750000000000000","37","M","false","false","canada","vancouver","YVR","428056","4","8","1607","7.0000000000000000","12723.060798252283","0.00000000000000000000"
"428552","102","8","95.8750000000000000","37","F","true","false","usa","new york","LGA","428552","2","4","610","6.5000000000000000","4347.4720047522815","0.00000000000000000000"
"428858","372","8","1060.7500000000000000","21","F","false","false","usa","san diego","NZY","428858","2","2","4072","12.0000000000000000","4159.160256859018","1.00000000000000000000"
"429345","136","8","127.6250000000000000","66","M","true","true","usa","tallahassee","TLH","429345","1","0","714","","",""
"429375","268","8","821.0806182500000000","34","F","false","false","usa","new york","LGA","429375","2","4","753","7.0000000000000000","2032.6625654234692","1.00000000000000000000"
"430722","326","8","939.8665352500000000","28","M","false","false","usa","mobile","BFM","430722","2","4","921.40","6.0000000000000000","2225.8467070102197","1.00000000000000000000"
"431144","103","8","96.2500000000000000","51","F","true","false","usa","cincinnati","CVG","431144","2","2","1488.0","8.0000000000000000","1296.955698620303","0.00000000000000000000"
"431337","125","8","114.8750000000000000","38","F","false","false","usa","miami","MIA","431337","3","6","1459","8.0000000000000000","7216.12155708883","1.00000000000000000000"
"431602","359","8","1048.7500000000000000","37","F","false","false","usa","tacoma","TCM","431602","2","4","588.0","6.0000000000000000","7507.290879511271","0.50000000000000000000"
"431746","75","8","69.8750000000000000","40","F","false","false","usa","des moines","DSM","431746","1","2","207.10","6.0000000000000000","1555.884079411734","2.0000000000000000"
"431899","247","8","334.1311976250000000","44","F","true","false","usa","seattle","SEA","","","","","","",""
"431912","82","8","76.6250000000000000","35","F","false","true","usa","detroit","DET","431912","1","2","0","5.0000000000000000","782.9844805235647","1.00000000000000000000"
"432333","120","8","112.1250000000000000","50","F","true","true","usa","milwaukee","MKE","432333","2","2","1460.0","13.0000000000000000","2868.214937733951","1.00000000000000000000"
